suppcode,partnumber,partname,stdpack,kategori,lokasi,stdpack_supp,input_user,input_date,imincl
"10775","GE35758-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35770-003A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35884-002A","MASTER CARTON  ","10","","T1-122    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35915-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE36000-001A","INNER CARTON   ","40","","FP-T2-130","65","ManualProcedure","2016-06-03","1 "
"10774","GE36010-001A","MASTER CARTON  ","10","","T1-132    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36217-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36253-001A","MASTER CARTON  ","10","","T1-061    ","10","ManualProcedure","2016-06-03","1 "
"10774","GE36256-001A","MASTER CARTON  ","10","","FP-T5-183 ","10","ManualProcedure","2016-06-03","1 "
"10774","GE36326-001A","MASTER CARTON  ","10","","T1-105    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36349-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10703","GE40350-001A","LIGHTING SHEET ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE40679-001A","LABEL          ","1000","","*K-090    ","1000","ManualProcedure","2016-06-03","1 "
"10775","GET0514-006A","INSTALL MANUAL ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GET0610-004A","INST. BOOK     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GET0617-001G","USB/BT ADP SHT ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0617-001L","USB/BT ADP SHT ","40","","X-        ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0624-011A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0639-003B","INST BOOK      ","100","SML","","100","ManualProcedure","2016-06-03","1 "
"10698","GET0640-005A","INST BOOK      ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10698","GET0666-003A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0705-011B","INSTAL MANUAL  ","200","","","200","ManualProcedure","2016-06-03","  "
"10775","GET0758-011A","INST.MANUAL    ","200","","FB-R2-054","200","ManualProcedure","2016-06-03","1 "
"10698","GET0770-001A","INST BOOK      ","40","","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0775-002A","INST BOOK      ","40","","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0779-006A","INST BOOK      ","20","","X-140     ","20","ManualProcedure","2016-06-03","1 "
"10775","GET0788-002B","","40","","X-036     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0803-005A","INST BOOK      ","40","","X-234     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0809-003A","INSTALL MANUAL ","40","","U-179     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0884-002A","INST BOOK      ","40","","Y-090     ","40","ManualProcedure","2016-06-03","1 "
"11786","GET0961-001A","INST MANUAL    ","40","","V2-05     ","9999","ManualProcedure","2016-06-03","1 "
"10698","GET1000-004A","RUSSIAN SHEET  ","40","","Y-20      ","40","ManualProcedure","2016-06-03","1 "
"10775","H0B-0068-00","ITEM CARTON    ","45","","T1-130    ","45","ManualProcedure","2016-06-03","1 "
"10774","H0B-0183-00","ITEM CARTON    ","40","","T1-127    ","40","oal03","2018-04-13","1 "
"10774","H0B-0313-00","ITEM CARTON","40","","T1-175","40","oal03","2018-04-17","1 "
"10774","H0B-0358-00","ITEM CARTON","40","","T1-257","40","oal03","2018-04-13","1 "
"10774","H0B-0381-10","ITEM CARTON","999999","","FP-H-111","40","oal03","2018-07-13","  "
"10703","H0B-0482-00","ITEM CASE","30","","JS1-134","999999","Administrator","2024-02-16","1 "
"10774","H0B-0572-00","ITEM CARTON","999999","","FP-G-299","20","","2020-11-26","1 "
"10774","H0B-0584-10","ITEM CARTON","999999","","FP-G-340","20","","2021-05-27","1 "
"10774","H0D-0019-00","OUTER CARTON   ","10","","T3-       ","10","ManualProcedure","2016-06-03","1 "
"10774","H0D-0379-00","OUTER CARTON","999999","","FB-H-065","10","oal03","2018-04-30","1 "
"12666","H1A-0335-00","PS FOAM FIXTURE","20","","AP2-021","20","request by mr. ","2024-06-18","1 "
"12666","H1A-0485-00-TS","PS FOAM FIXTURE","999999","","","999999","Administrator","2025-09-27","1 "
"12666","H1B-0004-00","PS FOAM BOARD","30","","AP2-046","999999","Administrator","2023-12-07","1 "
"10703","H2B-0143-10-TS","PROTECT SHEET","999999","","","999999","Administrator","2025-06-18","1 "
"11786","H5A-0046-00","ITEM CARTON    ","999999","","T2-056    ","999999","ManualProcedure","2016-06-03","1 "
"11786","H5A-0056-00","ITEM CARTON    ","999999","","T2-187    ","999999","ManualProcedure","2016-06-03","1 "
"10775","H5A-0067-00","ITEM CARTON    ","65","","T2-236    ","65","ManualProcedure","2016-06-03","1 "
"11786","H5A-0081-00","ITEM CARTON    ","999999","","T2-141    ","999999","ManualProcedure","2016-06-03","1 "
"11786","H5A-0098-00","ITEM CARTON    ","999999","","T2-092    ","999999","ManualProcedure","2016-06-03","1 "
"10775","H5A-0256-00","ITEM CARTON    ","45","","FP-T1-146","45","ManualProcedure","2016-06-03","1 "
"10774","H5A-0442-10","ITEM CARTON    ","40","","T2-039  ","40","ManualProcedure","2016-06-03","1 "
"10775","H5A-0475-00","ITEM CARTON    ","65","","T2-262    ","65","ManualProcedure","2016-06-03","  "
"10775","H5A-0520-00","ITEM CARTON    ","999999","","FP-T2-229","65","ManualProcedure","2016-06-03","1 "
"10774","H5A-0553-00","ITEM CARTON    ","40","","T2-106    ","40","ManualProcedure","2016-06-03","1 "
"10698","H5A-0738-20","ITEM CARTON","40","","T2-333","999999","Administrator","2017-06-26","1 "
"10698","B5K-0014-00","SUB-INST.MANUAL","40","","Y-        ","40","ManualProcedure","2016-06-03","1 "
"10698","B5K-0050-00","SUB-INST.MANUAL","40","","X-139     ","500","ManualProcedure","2016-06-03","1 "
"10775","B5K-0109-03","SUB-INST.MANUAL","40","","W-125     ","40","ManualProcedure","2016-06-03","1 "
"10698","B5K-0203-10","SUB-INST.MANUAL","40","","XM-379","200","ptcps01","2016-06-13","1 "
"10698","B5K-0335-00","PAMPHLET","200","","FB-XM-001","200","ptcps01","2016-08-01","1 "
"10698","B5K-0459-05","SUB-INST.MANUAL","500","","FB-C2-","500","ptcps01","2017-06-13","1 "
"10775","B5K-0542-20","SUB-INST.MANUAL","40","","BP1-131","40","","2026-01-26","  "
"10775","B5K-0651-10","SUB-INST.MANUAL","40","","FB-R2-185","40","pdmbl-si","2019-11-11","1 "
"10775","B5K-0726-10","GUIDE BOOK","40","","FB-E2-192","40","","2020-07-23","1 "
"10775","B5K-0760-00","GUIDE BOOK","40","","FB-E2-195","40","","2020-07-20","1 "
"10698","B5K-0763-10","GUIDE BOOK","999999","","FB-E1-275","40","","2022-01-13","1 "
"10698","B5K-0894-00","SUB-INST.MANUAL","40","","BP1-015","40","","2022-06-13","1 "
"10775","B5K-1194-10","GUIDE BOOK","40","","BP2-146","40","","2025-05-23","1 "
"10775","B5K-1206-00","GUIDE BOOK","40","","BP2-158","40","","2025-07-15","1 "
"10693","E3A-0188-00","DC CORD ASSY   ","100","","FB-S-023","100","ManualProcedure","2016-06-03","1 "
"12607","E7A-0012-10","SCREW TER.BOARD","10","","IE2-167","100","","2024-10-10","1 "
"12607","F0B-0290-01","HEAT SINK","6","","FP2-190","6","","2025-02-27","  "
"10703","F0G-0148-00","COVER ASSY     ","100","","FS-A1-056","999999","chiyoda","2018-08-28","1 "
"10703","F0K-0358-00","SHEET","240","","JS1-286","999999","Administrator","2019-08-14","1 "
"10620","F0K-0406-01-TS","SHEET","999999","","","1000","flexi2009","2020-02-24","1 "
"10733","F1C-0069-00-TS","LCD CASE       ","999999","","","252","pthtp","2016-06-22","  "
"10703","F1K-0090-00","BLIND PLATE","999999","","JS1-118","999999","Administrator","2016-09-26","1 "
"10703","F2A-0056-01","INS.SHEET","999999","","","999999","Administrator","2017-04-17","  "
"10703","F2A-0058-00-TS","INS. SHEET","999999","","C2-","999999","Administrator","2017-03-13","  "
"10703","G1B-0030-02","SOFT TAPE","999999","","FS-A1-060","999999","Administrator","2018-10-23","1 "
"10703","G1B-0071-07","CUSHION        ","999999","","FS-K2-094","999999","ManualProcedure","2016-06-03","1 "
"10703","G1B-0298-00","SHEET","999999","","*K-402","999999","Administrator","2017-05-08","1 "
"10703","G1D-0034-05","CONDUCT CUSHION","999999","","*K-287","999999","ManualProcedure","2016-06-03","1 "
"10703","G1G-0123-00","SHEET","999999","","JS1-039","999999","Administrator","2020-01-21","1 "
"10733","GE10380-202A","TOP CHASSIS    ","40","","FB-W-041","40","ManualProcedure","2016-06-03","1 "
"10776","GE20306-001A","BOTTOM COVER   ","144","","J-09      ","144","ManualProcedure","2016-06-03","1 "
"10703","GE30895-005A","S. TICKET      ","999999","","C2-PRINT","999999","ManualProcedure","2016-06-03","1 "
"10775","GE32636-002A","CARTON         ","50","SML","","50","ManualProcedure","2016-06-03","1 "
"10775","GE33179-001A","CARTON         ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10703","GE33190-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33381-002A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE33557-002A","CARTON         ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10703","GE33596-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33598-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33632-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33669-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10703","GE33760-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33762-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33845-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE33864-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33898-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE33927-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34259-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34278-002A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10703","GE34285-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34300-002A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10775","GE34323-002A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34489-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34671-002A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34672-002APP","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34675-002APP","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34746-002A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34756-001APP","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","  "
"10775","GE34767-004A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE34773-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE34776-006A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE34777-001A","INNER CARTON   ","65","","Z2-229    ","65","ManualProcedure","2016-06-03","1 "
"10829","GE34810-001APP","HEAT SINK      ","1","","","1","ManualProcedure","2016-06-03","  "
"10775","GE34845-001A","NAME PLATE     ","1000","","","1000","ManualProcedure","2016-06-03","  "
"10774","GE34874-001A","MASTER CARTON  ","10","","Z1-219    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35042-001APP","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","  "
"10775","GE35117-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35130-001A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10775","GE35138-001A","INNER CARTON   ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35149-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10774","H0B-0463-00","ITEM CARTON","999999","","FB-G-017","20","oal03","2019-05-29","1 "
"10774","H0B-0504-00","ITEM CARTON","40","","FP-G-192","20","oal03","2019-06-25","1 "
"10774","H0B-0583-10","ITEM CARTON","40","","FP-G-353","20","","2021-10-13","1 "
"10774","H0D-0139-00","OUTER CARTON   ","10","","T3-       ","10","ManualProcedure","2016-06-03","1 "
"10774","H0D-0191-00","OUTER CARTON   ","10","","T3-112","10","ManualProcedure","2016-06-03","1 "
"10774","H0D-0246-00","OUTER CARTON   ","10","","FP-T3-117","10","oal03","2018-04-18","1 "
"10774","H1D-0111-00","PARTITION BASE","40","","KIT","50","","2025-04-28","1 "
"10651","H2F-0398-00","PROTECTION BAG","200","","JS3-116","999999","Administrator","2022-09-22","1 "
"10775","H5A-0282-00","ITEM CARTON    ","999999","","T1-178    ","999999","ManualProcedure","2016-06-03","1 "
"10698","H5A-0721-00","ITEM CARTON","40","","FP-T2-207","999999","Administrator","2016-08-15","1 "
"10775","H5A-0778-00","ITEM CARTON","999999","","T1-032","45","pdmbl-si","2016-06-22","1 "
"10775","H5A-0864-00","ITEM CARTON    ","40","","T1-318    ","45","ManualProcedure","2016-06-03","  "
"10775","H5A-0876-00","ITEM CARTON","999999","","C2-T1-157","45","pdmbl-si","2016-10-04","1 "
"10775","H5A-0901-00","ITEM CARTON","999999","","T2-263","65","pdmbl-si","2016-09-27","1 "
"10698","H5A-1042-10","ITEM CARTON","40","","FB-G-102","999999","Administrator","2017-01-26","1 "
"10775","H5A-1135-00","ITEM CARTON","40","","FP-N-176","999999","Administrator","2017-08-28","1 "
"10698","H5A-1138-00","ITEM CARTON","40","","FP-N-212","999999","Administrator","2017-07-31","1 "
"10698","H5A-1201-00","ITEM CARTON","40","","FP-N-100","999999","Administrator","2017-05-15","1 "
"10775","H5A-1357-00","ITEM CARTON","40","","FP-T1-077","999999","Administrator","2017-06-26","1 "
"10775","H5A-1477-00","ITEM CARTON","40","","FP-O-034","999999","Administrator","2018-08-08","1 "
"10775","H5A-1513-00","ITEM CARTON","40","","FB11-220","999999","request by mr. ","2024-06-18","1 "
"10698","H5A-1570-00","ITEM CARTON","40","","FP-G-187","999999","Administrator","2019-05-22","1 "
"10698","H5A-1586-00","ITEM CARTON","40","","FP-G-170","999999","Administrator","2019-04-03","1 "
"10698","H5A-1593-20","ITEM CARTON","999999","","FP-G-357","999999","Administrator","2022-01-13","1 "
"10774","H5A-1600-00","ITEM CARTON","999999","","FP-G-028","20","oal03","2019-05-16","1 "
"10698","H5A-1819-00","ITEM CARTON","999999","","","999999","Administrator","2019-05-15","  "
"10698","H5A-1833-00","ITEM CARTON","40","","FP-O-250","999999","Administrator","2019-06-26","1 "
"10775","H5A-1880-00","ITEM CARTON","40","","FP-O-287","999999","Administrator","2019-09-04","1 "
"10775","H5A-1981-00","ITEM CARTON","999999","","FP-G-253","999999","Administrator","2019-12-31","1 "
"10775","H5A-2017-00","ITEM CARTON","999999","","FP-O-393","999999","Administrator","2021-04-08","1 "
"10698","H5A-2120-00","ITEM CARTON","40","","BP1-263","999999","request by mr. ","2024-06-18","1 "
"10775","H5A-2145-00","ITEM CARTON","40","","BP1-286","999999","request by mr. ","2024-06-18","1 "
"10775","H5A-2151-00","ITEM CARTON","40","","BP1-292","999999","request by mr. ","2024-06-18","1 "
"10774","H5A-2355-20","ITEM CARTON","999999","","KIT","20","","2025-01-23","  "
"10775","H5A-2379-00","ITEM CARTON","999999","","","999999","Administrator","2024-08-15","  "
"10775","H5A-2426-00","ITEM CARTON","40","","FP-O-571","999999","Administrator","2024-04-20","  "
"10698","H5A-2426-00","ITEM CARTON","999999","","","999999","Administrator","2024-04-19","  "
"10774","H6A-0465-00","OUTER CARTON   ","10","","T5-147","10","oal03","2018-04-13","1 "
"10774","H6A-0748-00","OUTER CARTON","10","","FP-N-150","10","oal03","2018-04-20","1 "
"10774","H6A-0776-00","OUTER CARTON   ","10","","T3-04","10","oal03","2018-04-30","1 "
"10774","H6A-0793-00","OUTER CARTON","10","","T5-233","10","oal03","2018-04-30","1 "
"10774","H6A-0872-00","OUTER CARTON","10","","T3-099","10","oal03","2018-04-30","1 "
"10774","H6A-0969-00","OUTER CARTON","10","","FP-N-212","10","oal03","2018-04-25","1 "
"10774","H6A-1060-0A-TS","OUTER CARTON","999999","","","10","oal03","2018-04-19","  "
"10774","H6A-1075-00","OUTER CARTON","20","","T3-233","10","oal03","2018-04-18","1 "
"10774","H6A-1105-00","OUTER CARTON","10","","FB-H-063","10","oal03","2018-04-19","1 "
"10774","H6A-1203-00","OUTER CARTON","20","","FB-H-114","10","oal03","2018-04-19","  "
"10774","H6A-1207-00","OUTER CARTON","20","","T5-314","10","oal03","2018-04-13","1 "
"10774","H6A-1225-00","OUTER CARTON","999999","","","10","oal03","2018-04-18","1 "
"10774","H6A-1259-00","OUTER CARTON","20","","FB-H-073","10","oal03","2018-04-19","1 "
"10774","H6A-1448-00","OUTER CARTON","10","","FP-N-028","10","oal03","2018-07-25","1 "
"10774","H6A-1455-00","OUTER CARTON","10","","FP-N-051","10","oal03","2018-09-05","1 "
"10774","H6A-1467-00","OUTER CARTON","10","","FP-N-040","10","oal03","2018-10-11","1 "
"10774","H6A-1571-10","OUTER CARTON","20","","FP-KL-61","10","","2022-11-24","1 "
"10774","H6A-1729-00","OUTER CARTON","999999","","FP-N-270","10","oal03","2019-07-08","1 "
"10774","H6A-1844-00","OUTER CARTON","20","","BP1-394","10","request by mr. ","2024-06-18","1 "
"10774","H6A-1924-00","OUTER CARTON","20","","B-PR1-509","10","","2021-05-18","1 "
"10774","H6A-1944-00","OUTER CARTON","20","","BP1-496","20","request by mr. ","2024-06-18","1 "
"10774","H6A-2021-00","OUTER CARTON","20","","BP1-410","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2039-00","OUTER CARTON","10","","BP1-427","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2046-00","OUTER CARTON","10","","BP1-434","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2053-00","OUTER CARTON","10","","BP1-440","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2118-00","OUTER CARTON","999999","","FP-N-412","10","","2021-11-03","1 "
"10774","H6A-2202-00","OUTER CARTON","20","","BP1-472","10","request by mr. ","2024-06-18","1 "
"10733","J19-7384-03","HOLDER         ","20","","PB-M-018","600","ManualProcedure","2016-06-03","1 "
"10733","J2B-0318-00-TS","BRACKET","999999","","","100","pthtp","2019-07-12","  "
"10733","J2B-0337-00","BRACKET","70","","FB-F-049","70","pthtp","2016-12-27","1 "
"12607","K2D-0012-10   6","KNOB","999999","","IE2-179","500","","2023-12-27",""
"10733","LV11927-005A","REAR PANEL     ","48","","B-69      ","48","ManualProcedure","2016-06-03",""
